regiao,area,homem,branco,idade,anos_estudo,renda_trabalho,peso
1,2,1,0,57,8,1600,140.83720255
1,2,0,0,31,8,500,209.27178678
1,2,1,1,46,12,5000,176.67752612
1,1,1,0,44,8,666,192.39675009
1,1,0,1,37,15,666,192.39675009
1,1,1,0,19,12,666,192.39675009
1,1,1,1,53,8,3000,140.27595443
1,1,1,0,42,4,900,140.09376104
1,1,1,0,71,0,2000,146.59759374
1,1,1,1,32,8,700,218.62384316
1,1,0,1,46,6,650,181.41481652
1,1,0,1,18,11,650,181.41481652
1,1,1,0,49,5,2500,170.47561451
1,1,1,1,30,8,2000,231.24551947
1,1,1,0,51,6,360,208.50755747
1,1,1,0,34,9,1045,258.421405
1,1,1,0,53,4,3000,283.43218844
1,1,1,0,42,12,1800,369.57700988
1,3,1,0,62,10,3200,280.52726521
1,3,1,0,27,13,1700,712.593298
1,3,1,0,47,14,1500,477.60402686
1,3,1,0,37,12,1100,528.31727685
1,3,0,0,47,15,1100,262.59171127
1,1,1,0,45,6,1600,162.70222413
1,1,0,0,61,12,500,138.99328332
1,1,1,1,46,5,2200,163.09812704
1,1,0,1,24,16,3000,163.09812704
1,1,1,1,21,15,1500,163.09812704
1,1,1,0,54,12,4500,117.70644497
1,1,1,1,64,5,1500,129.86705461
1,1,1,1,20,12,1500,203.9243908
1,1,1,1,56,5,1000,105.6528475
1,1,1,1,72,1,1000,104.16259961
1,1,1,0,26,12,12000,277.86936398
1,1,1,0,36,12,1045,204.2316087
1,1,1,1,44,9,1150,160.28989589
1,1,1,0,18,9,1600,183.36218233
1,1,0,0,26,12,1300,221.462727
1,1,1,0,30,12,1500,221.462727
1,1,1,0,44,5,1045,163.56273348
1,1,1,0,65,6,5000,175.22345155
1,1,1,0,59,9,8000,117.01265473
1,1,1,1,68,0,1200,136.94458481
1,1,1,0,61,0,1100,119.61279721
1,1,1,0,31,12,1200,578.44584062
1,1,0,0,38,16,2700,399.97732579
1,1,1,0,43,9,1800,399.97732579
1,1,1,0,33,12,1500,535.1893502200001
1,1,0,0,33,12,1200,535.1893502200001
1,1,1,0,28,8,1900,637.76427811
1,1,0,0,24,12,1200,560.45128531
1,1,1,0,35,9,1500,508.02967227
1,1,0,0,31,5,1000,458.55759004
1,1,1,1,36,12,1000,458.55759004
1,1,1,0,44,6,1000,402.11016106
1,1,1,1,22,7,1800,486.99569122
1,1,1,0,49,5,1400,486.99569122
1,1,0,1,46,3,1200,486.99569122
1,3,0,0,40,12,1500,234.34304107
1,3,1,0,46,10,1500,212.14438259
1,3,0,0,48,16,3000,233.20708404
1,3,1,0,51,8,1000,233.20708404
1,3,0,0,41,12,1200,411.65689697
1,3,1,1,25,12,1100,411.65689697
1,3,1,0,33,12,2700,411.65689697
1,3,1,1,59,12,1800,288.46479291
1,3,0,0,23,11,1100,386.71168259
1,3,1,0,26,12,2100,652.0817747900001
1,3,1,0,38,7,2200,399.82468195
1,3,0,0,44,0,1200,399.82468195
1,3,1,0,53,11,2400,153.36641371
1,3,0,0,34,12,1300,171.36134039
1,3,1,0,29,14,2100,171.36134039
1,3,0,0,53,9,1200,171.36134039
1,3,1,0,24,12,1600,160.1100788
1,3,0,1,55,12,1500,77.61885202000001
1,3,1,1,53,9,7000,153.0244769
1,3,0,0,49,12,3000,153.0244769
1,3,0,1,31,16,3000,205.03082334
1,3,1,1,35,12,1000,205.03082334
1,3,0,0,41,16,4000,106.53631707
1,3,1,0,48,16,2800,123.53347322
1,3,0,0,54,12,3200,123.53347322
1,3,0,0,38,16,3800,138.92072803
1,3,1,0,48,16,6050,138.92072803
1,2,0,0,45,5,1100,1314.57919198
1,2,1,0,56,3,1000,1314.57919198
1,2,1,0,26,12,1200,2659.77173109
1,1,1,1,40,9,2100,497.48493737
1,1,1,1,25,12,1300,767.34127699
1,1,1,1,76,5,3001,401.34880671
1,1,1,0,58,0,3000,356.21511047
1,1,1,0,26,12,1300,772.04661888
1,2,0,0,21,8,300,678.11661201
1,2,1,0,19,11,1200,678.11661201
1,2,1,0,26,13,1700,661.55440215
1,2,0,1,38,16,1900,661.55440215
1,2,0,1,57,16,3000,385.40814194
1,2,1,1,68,16,2000,385.40814194
1,2,1,0,40,6,1500,664.4875306400001
1,2,1,0,17,11,1300,523.7985465100001
1,2,1,0,48,12,3000,514.15097379
1,2,0,1,39,16,4500,520.27874652
1,2,1,0,44,12,3900,520.27874652
1,2,0,1,22,13,1200,520.27874652
1,2,0,1,20,14,585,520.27874652
1,2,1,1,46,12,5000,623.13331355
1,2,0,1,27,14,1200,623.13331355
1,2,1,1,51,5,120,385.67091094
1,2,1,1,65,7,1190,391.82565042
1,2,1,1,19,11,1200,529.79659681
1,2,0,0,17,9,500,529.79659681
1,2,1,0,61,5,100,347.59810938
1,2,0,0,50,16,3500,347.59810938
1,2,1,0,53,5,1500,378.83633649
1,2,1,0,42,16,7000,461.88555856
1,2,1,1,54,4,2000,510.05386699
1,2,1,1,32,12,1100,584.40941478
1,2,1,1,35,16,2400,631.11112584
1,2,1,0,31,16,7000,851.8593212
1,2,1,1,30,12,2000,667.1726833400001
1,3,1,0,22,12,1906,229.91985356
1,3,1,0,49,16,6000,144.11871633
1,3,0,0,36,16,3000,144.11871633
1,3,1,0,31,12,1500,161.10862194
1,3,0,1,39,16,1500,161.10862194
1,3,1,1,45,16,18000,139.80894887
1,3,0,1,46,16,5000,139.80894887
1,3,1,1,30,16,5500,245.05165515
1,3,1,0,32,15,4400,191.92343883
1,3,0,0,26,16,4200,191.92343883
1,3,1,1,24,12,2000,229.91985356
1,3,1,1,54,16,4000,122.4665329
1,3,0,1,51,1,1100,122.4665329
1,3,1,1,50,12,2400,122.4665329
1,3,0,1,19,11,1200,122.4665329
1,3,1,0,19,12,1200,134.9886564
1,1,1,0,30,3,4000,362.64173889
1,1,1,0,42,0,2400,224.41758307
1,1,1,0,48,1,800,232.75358413
1,1,1,0,18,10,400,232.75358413
1,1,1,0,58,9,40000,186.13375681
1,1,1,0,49,5,1000,195.42026312
1,1,0,0,20,12,1100,195.42026312
1,1,1,1,56,5,3000,154.49447952
1,1,1,1,35,9,5000,317.956581
1,1,1,0,43,6,550,197.95105714
1,1,1,0,31,10,800,368.42548729
1,1,1,0,35,16,3000,195.69680661
1,1,1,1,65,0,1500,113.06768027
1,1,0,1,59,5,1040,113.06768027
1,1,1,1,67,6,2400,134.62174105
1,1,1,1,70,3,500,110.16380381
1,1,1,0,46,9,1600,175.47046351
1,1,1,1,69,5,2500,123.41258476
1,1,1,0,44,5,350,151.47555927
1,1,1,0,65,6,800,123.41258476
1,1,0,1,45,5,3000,178.74927413
1,1,1,1,52,4,3000,178.74927413
1,1,1,0,26,5,1800,252.88090238
1,1,1,1,57,7,3000,125.74722805
1,1,1,1,47,12,1500,195.09273249
1,1,0,1,43,16,1500,195.09273249
1,2,0,1,66,16,5100,209.26935885
1,2,1,0,40,12,1500,366.1041091
1,2,0,0,34,12,1500,366.1041091
1,2,1,1,54,12,3000,255.03925538
1,2,0,1,41,11,1500,255.03925538
1,2,0,0,61,1,150,236.03010469
1,2,1,1,55,12,2300,273.24608334
1,2,0,1,28,16,2000,273.24608334
1,2,1,0,59,12,7000,309.76028067
1,2,1,0,50,5,150,290.19164875
1,2,0,0,19,12,1260,362.83552915
1,2,0,1,63,16,1100,282.52911789
1,2,1,1,64,12,1100,282.52911789
1,2,1,0,61,6,2000,301.4220661
1,2,0,0,55,16,3500,301.4220661
1,2,1,0,23,16,1200,301.4220661
1,1,1,1,48,5,1200,112.48061037
1,1,1,0,65,3,400,85.27888443000001
1,1,1,1,59,4,1200,100.2598416
1,1,1,0,36,9,2000,165.40693958
1,1,1,0,66,6,400,81.51088648
1,1,1,0,46,9,1500,109.0514064
1,1,0,1,41,16,1100,109.0514064
1,1,1,1,49,3,1200,98.28925551
1,1,0,1,42,5,500,98.28925551
1,1,1,1,67,3,1000,116.40838987
1,1,1,1,25,12,1200,116.40838987
1,1,0,0,33,12,1800,136.96340275
1,1,1,1,42,5,7000,136.96340275
1,1,1,0,45,5,1000,130.34279891
1,1,1,1,38,12,1500,133.86383549
1,1,1,0,45,5,1100,107.42698629
1,2,1,1,44,12,5000,373.79632146
1,2,0,0,51,16,1045,248.00837663
1,2,0,0,28,16,1045,248.00837663
1,2,0,1,29,16,3500,431.99593191
1,2,1,1,33,16,4000,431.99593191
1,2,1,0,40,12,1500,434.08525394
1,2,1,1,38,12,1700,368.13494504
1,2,0,1,36,16,2500,226.12860068
1,2,0,1,45,6,1200,200.26904957
1,2,1,1,23,16,7950,510.27996122
1,2,1,1,60,5,1500,328.00941377
1,2,1,1,33,5,1700,328.00941377
1,2,1,1,66,12,1100,328.00941377
1,2,0,1,34,16,2000,398.99842703
1,2,1,1,33,12,2000,398.99842703
1,2,0,0,41,6,1500,100.36473837
1,2,1,0,23,9,1600,270.55082908
1,2,0,0,47,12,1100,129.53703529
1,2,1,0,35,10,1700,198.87306104
1,2,0,1,34,12,2500,191.42156285
1,2,1,1,36,12,3000,191.42156285
1,2,1,0,56,9,1100,164.57285572
1,2,1,0,26,16,1200,164.57285572
1,2,1,0,26,8,1100,229.27976892
1,2,1,0,27,9,1500,228.9614943
1,2,1,0,38,9,1300,213.63282904
1,2,0,0,33,12,1500,224.38338759
1,3,0,0,31,12,1200,244.70465364
1,3,0,0,35,12,1300,297.18611096
1,3,1,0,33,12,1045,267.42499486
1,3,1,0,42,15,1500,237.55353407
1,3,0,0,42,12,2500,237.55353407
1,3,1,0,39,7,1600,295.62869118
1,2,1,1,30,13,4000,519.17417426
1,2,0,0,23,15,1100,519.17417426
1,2,1,0,51,14,1100,369.99466839
1,2,0,0,27,16,1100,369.99466839
1,2,1,0,60,5,2100,255.36660933
1,2,0,0,41,12,1400,255.36660933
1,2,1,0,61,12,1100,343.81793413
1,2,0,0,29,16,1100,343.81793413
1,2,1,1,35,16,5000,310.62086928
1,2,1,1,57,12,5000,310.62086928
1,2,1,0,63,5,1280,254.32638417
1,2,1,0,35,5,1100,428.92003592
1,2,0,0,40,10,1100,428.92003592
1,1,1,0,38,12,1500,125.95661209
1,1,0,1,35,16,1400,125.95661209
1,1,1,1,48,5,800,98.61389747
1,1,0,0,24,12,1100,208.35483842
1,1,1,0,49,13,3500,98.61389747
1,1,1,0,36,5,600,161.37404581
1,1,1,1,55,7,1100,84.51722336
1,1,1,0,40,9,2600,110.89573142
1,1,0,0,31,12,1178,110.89573142
1,1,1,0,49,12,500,98.61389747
1,1,1,1,60,7,1350,83.29112548000001
1,1,1,1,45,3,2500,142.83904549
1,1,1,1,25,12,1500,142.83904549
1,1,0,1,19,12,1100,142.83904549
1,1,1,0,48,3,300,108.38882536
1,2,1,0,48,12,5000,196.09011718
1,2,1,0,27,12,1045,242.20663827
1,2,1,1,35,16,5500,224.53916995
1,2,0,0,32,16,6500,224.53916995
1,2,1,1,23,12,1045,186.65371607
1,2,1,0,54,12,1500,195.01861162
1,2,1,1,30,16,2500,272.61494627
1,2,0,0,50,12,7000,181.59949977
1,2,0,0,25,12,1200,631.17296734
1,2,1,0,27,9,1500,631.17296734
1,2,0,0,35,12,3000,340.91089969
1,2,1,0,50,12,1500,340.91089969
1,2,1,0,22,12,1100,380.03274657
1,2,1,0,45,4,1200,368.42620549
1,2,0,0,36,12,1200,368.42620549
1,2,1,0,31,12,2090,450.76833743
1,2,0,0,28,16,3600,450.76833743
1,2,1,0,31,9,1100,484.05616543
1,2,1,0,42,12,3800,443.73848951
1,1,1,0,53,2,1000,271.55645815
1,1,1,0,61,4,4000,310.67278514
1,1,0,0,46,5,1000,252.02944103
1,1,1,0,37,5,2200,334.15903763
1,1,1,0,37,12,1100,367.53767763
1,1,1,1,57,0,3400,298.28042731
1,1,1,1,43,10,2000,192.67201627
1,1,1,1,48,5,2500,160.0381877
1,1,1,0,46,12,1700,192.1943619
1,1,1,1,41,5,1100,229.08214921
1,1,1,0,40,12,2000,244.82101539
1,1,1,0,22,12,1150,153.82460724
1,1,1,0,58,6,1700,116.79404635
1,1,1,1,64,3,4000,112.91828034
1,1,1,0,34,11,2000,292.58765173
1,1,1,0,50,5,1000,150.50496364
1,3,1,0,60,10,2000,183.64306224
1,3,0,0,31,16,1700,296.2902764
1,3,1,0,32,13,2000,296.2902764
1,3,1,1,30,9,400,259.92538039
1,3,1,0,39,12,1000,330.57375197
1,3,1,1,70,9,2050,201.56019453
1,2,1,1,43,12,4000,233.58631709
1,2,0,0,52,16,5000,247.63617593
1,2,1,0,38,7,5000,241.32826312
1,2,1,1,44,3,1500,278.30378156
1,2,1,0,44,12,2000,251.3563852
1,2,0,0,47,16,3000,251.3563852
1,2,0,1,21,13,1100,263.7463781
1,3,1,0,53,0,2500,145.69221588
1,3,1,0,25,0,800,145.69221588
1,3,1,0,44,16,1100,126.05376245
1,3,0,0,19,12,1128,126.05376245
1,3,1,0,75,0,2000,98.01394753
1,3,0,0,66,13,2000,98.01394753
1,3,0,1,53,12,1800,146.94806254
1,3,0,0,39,12,1045,168.5350372
1,3,1,0,42,12,1045,168.5350372
1,3,0,0,19,10,600,168.5350372
1,3,1,1,69,16,25000,109.74934428
1,3,1,1,49,16,2500,139.16262511
1,3,0,1,48,16,2500,139.16262511
1,3,0,1,22,16,1100,139.16262511
1,3,0,0,45,14,2200,136.16968599
1,3,1,0,47,12,4350,136.16968599
1,3,1,0,44,12,2150,132.34796668
1,3,0,0,40,16,1100,132.34796668
1,3,1,0,54,8,1600,124.6350328
1,3,1,0,45,6,1600,124.6350328
1,3,1,0,37,12,1200,124.6350328
1,2,1,0,30,7,2500,337.6541022
1,2,0,0,31,12,900,321.76701393
1,2,1,0,39,12,2000,321.76701393
1,2,1,0,65,12,2000,299.21484551
1,2,1,0,23,12,1500,299.21484551
1,2,1,0,22,12,1200,299.21484551
1,2,1,0,33,12,1300,358.94916046
1,2,0,0,35,9,750,243.40950676
1,2,1,1,45,5,800,243.40950676
1,2,0,1,27,16,4000,310.3051955
1,2,0,0,36,9,1300,252.25237398
1,2,1,0,61,5,1800,200.68671237
1,2,0,0,43,5,1045,171.18283492
1,2,0,0,38,12,7000,657.66143096
1,2,1,0,37,12,7000,657.66143096
1,2,1,1,37,12,7000,737.97963387
1,2,0,1,39,12,1200,751.43876099
1,2,0,0,36,10,1000,701.29804709
1,2,0,0,40,16,1500,560.728294
1,2,1,1,45,16,1700,560.728294
1,2,0,0,37,16,3000,705.4298747
1,2,1,0,33,5,3000,705.4298747
1,2,1,1,27,11,2500,858.47143703
1,2,1,0,42,12,450,684.19310432
1,2,0,0,23,15,2000,772.8218507300001
1,3,1,0,42,9,1500,273.22091443
1,3,1,0,37,12,2000,256.31169464
1,3,0,0,35,12,1045,256.31169464
1,3,1,1,52,12,2500,258.21671513
1,3,0,1,20,12,1070,258.21671513
1,3,1,1,19,12,1400,258.21671513
1,3,1,0,33,16,3000,311.827917
1,3,1,1,35,16,5000,268.12742703
1,3,1,0,56,16,2000,201.54046474
1,3,0,0,56,16,6000,201.54046474
1,3,0,0,33,16,4000,201.54046474
1,1,1,0,23,12,1000,171.72215802
1,1,1,1,64,7,4000,116.08447945
1,1,1,1,40,5,1800,166.13209237
1,1,1,0,51,4,2000,127.89774344
1,1,1,0,39,11,500,171.88514711
1,1,1,0,57,5,1045,84.22981613
1,1,1,1,67,5,2000,85.23069216
1,1,1,1,60,5,1000,103.5341535
